Gene name,GBM12-EV,GBM12_shPDK1,GBM12_shPDK1 set2
BCDIN3D,3.17,2.72,2.25
FAIM2,0.33,0.28,0.37
FAIM2,0.39,0.35,0.45
AQP2,0.09,0.09,0.06
AQP5,0.03,0.05,0.1
AQP6,0.71,0.93,0.62
AQP6,0.32,0.43,0.28
AQP6,0.62,0.83,0.55
RACGAP1,21.84,15.53,31.75
RACGAP1,21.78,15.48,31.67
RACGAP1,22.67,16.16,33.03
RACGAP1,23.25,16.5,33.77
ASIC1,4.87,5.5,3.98
ASIC1,4.97,5.55,4.02
ASIC1,5.2,5.83,4.23
ASIC1,5.17,5.8,4.14
ASIC1,5.04,5.65,4.09
ASIC1,4.27,4.68,3.48
SMARCD1,9.45,7.97,9.68
SMARCD1,22.91,19.37,21.43
SMARCD1,22.28,18.67,20.88
SMARCD1,22.3,18.96,20.8
GPD1,0.03,0.01,0
GPD1,0.06,0.04,0.02
GPD1,0.07,0.04,0.02
COX14,15.09,14.47,17.51
COX14,13.33,12.67,15.66
COX14,17.92,16.82,20.56
COX14,20.65,19.48,26.54
CERS5,15.85,10.05,12.42
CERS5,24.83,16,19.48
CERS5,22.18,14.12,17.53
CERS5,15.32,10.11,12.22
CERS5,20.44,13.31,15.65
LIMA1,36.06,60.9,55.93
LIMA1,43.83,73.53,67.79
LIMA1,42.23,70.65,65.23
LIMA1,40.9,68.55,63.25
LIMA1,39.89,66.75,61.62
LIMA1,39.52,66.28,61.14
LIMA1,39.53,66.3,61.15
FAM186A,0.04,0.04,0.03
FAM186A,0,0.01,0
LARP4,10.49,11.54,9.87
LARP4,10.15,11.08,9.52
LARP4,11.4,13.89,11.36
LARP4,11.13,13.62,11.08
LARP4,11.22,13.88,11.39
LARP4,10.94,13.6,11.1
LARP4,11.35,13.86,11.31
LARP4,11.38,13.96,11.26
LARP4,11.19,13.81,11.02
DIP2B,6.37,11.27,11.78
DIP2B,16.8,30.09,29.44
DIP2B,5.56,9.95,10.48
DIP2B,17.16,30.71,29.96
ATF1,7.21,6.5,8.07
ATF1,6.38,5.57,6.98
TMPRSS12,0.13,0.15,0.11
METTL7A,10.5,11.01,12.23
METTL7A,9.68,10.19,10.28
HIGD1C,0,0.05,0
SLC11A2,5.18,5.78,4.74
SLC11A2,7.91,8.74,7.77
SLC11A2,5.56,6.02,5.1
SLC11A2,5.55,6.04,5.11
SLC11A2,5.25,6.38,5.91
SLC11A2,6.53,7.74,7.1
SLC11A2,6.28,7.4,6.81
SLC11A2,6.5,7.68,7.11
SLC11A2,6.69,7.86,7.24
SLC11A2,6.68,7.87,7.25
SLC11A2,6.68,7.86,7.25
LETMD1,3.65,2.08,2.91
LETMD1,1.54,0.73,1.05
LETMD1,5.19,3.08,3.98
LETMD1,5.02,2.99,3.85
LETMD1,5.02,3.12,3.91
LETMD1,5.07,3.14,3.91
LETMD1,5.08,3.08,3.81
LETMD1,5.16,3.15,4.06
LETMD1,4.9,3.09,3.78
CSRNP2,10.23,11.7,11.39
CSRNP2,10.39,11.9,11.67
TFCP2,16.24,11.49,11.75
TFCP2,15.9,11.25,11.59
TFCP2,15.09,10.56,10.99
TFCP2,20.55,14.73,15.25
LOC494150,0.14,0.04,0.11
POU6F1,2.75,3.87,3.64
POU6F1,2.84,4.04,3.7
POU6F1,3.07,4.17,3.89
DAZAP2,105.11,96.13,110.2
DAZAP2,105.5,96.36,110.54
DAZAP2,111.58,101.86,117.28
DAZAP2,103.11,94.14,108.39
DAZAP2,110.33,100.82,115.62
DAZAP2,44.16,39.43,46.29
SMAGP,1.22,1.71,2.03
SMAGP,1.3,1.81,2.28
SMAGP,1.11,1.48,2
GALNT6,0.25,0.13,0.13
GALNT6,0.27,0.13,0.12
GALNT6,0.27,0.12,0.12
GALNT6,0.27,0.12,0.11
GALNT6,0.2,0,0
SLC4A8,5.28,7.73,9.39
SLC4A8,4.12,5.73,6.39
SLC4A8,4.39,6.12,6.85
SLC4A8,3.82,5.27,4.74
SLC4A8,3.34,4.48,4.67
SLC4A8,4.44,6.18,6.91
SLC4A8,2.11,2.78,2.94
SLC4A8,5.54,8.1,9.77
SLC4A8,4.55,6.36,7.11
SLC4A8,3.88,5.36,4.83
SLC4A8,4.56,6.35,7.42
SLC4A8,3.08,4.24,3.28
AX747851,3.16,3.87,3.3
SCN8A,1.13,0.23,0.32
SCN8A,1.14,0.24,0.32
SCN8A,0.91,0.19,0.4
SCN8A,0.92,0.2,0.4
SCN8A,0.93,0.22,0.37
SCN8A,0.77,0.13,0.11
FIGNL2,0.04,0.01,0.03
ACVRL1,0.31,0.07,0.02
ACVRL1,0.32,0.04,0.01
ACVRL1,0.31,0.03,0.01
ACVRL1,0.26,0.03,0
ACVR1B,5.5,4.3,5.63
ACVR1B,5.82,4.6,5.88
ACVR1B,7.38,5.89,7.32
ACVR1B,7.72,6.17,7.66
ACVR1B,7.68,6.18,7.65
GRASP,2.33,6.78,3.26
GRASP,2.11,6.12,2.83
NR4A1,10.32,13.35,15.73
NR4A1,6.19,7.91,9.25
NR4A1,6.17,8.07,9.34
NR4A1,9.64,12.44,14.67
NR4A1,10.19,13.18,15.48
NR4A1,9.73,12.33,15.08
C12orf44,17.95,17.77,23.48
C12orf44,17.41,16.92,22.43
bpl 41-16,0,0.02,0.05
KRT80,0.03,0.07,0.01
KRT80,0.03,0.08,0.01
KRT80,0.03,0.08,0.01
LOC283403,0,0.01,0
LINC00592,0,0.01,0
KRT7,0.16,0.11,0.04
KRT86,0,0.01,0
KRT86,0,0.01,0
KRT81,0.01,0,0
KRT81,0.01,0,0
KRT86,0,0.01,0
KRT83,0.01,0,0.01
KRT82,0,0.01,0
KRT6C,0,0,0.01
KRT6A,0.01,0,0
KRT2,0.01,0,0
KRT76,0,0.01,0
KRT79,0.1,0.09,0.12
KRT8,0.68,0.62,0.91
KRT8,0.66,0.62,0.91
KRT8,0.62,0.58,0.86
KRT8,0.56,0.53,0.76
KRT18,0.31,0.19,0.25
KRT18,0.46,0.28,0.37
KRT18,0.46,0.27,0.36
EIF4B,35.19,32.41,42.66
EIF4B,88.71,81.68,106.87
EIF4B,82.49,76.02,99.49
EIF4B,83.47,77.12,100.4
LOC283335,0.55,0.4,0.36
TENC1,2.7,4.59,1.92
TENC1,2.36,3.29,1.88
TENC1,2.57,4.38,1.83
TENC1,1.64,3.44,1.2
TENC1,2.61,4.44,1.85
TENC1,2.92,4.64,2.08
TENC1,2.67,4.29,1.9
TENC1,2.89,4.58,2.03
SPRYD3,11.8,14.88,11.13
SPRYD3,11.24,14.31,10.34
IGFBP6,0.68,0.77,0.59
CSAD,3.99,6.92,4.36
CSAD,4.13,6.95,4.41
CSAD,3.81,6.34,4.08
CSAD,3.55,5.98,3.77
CSAD,3.75,6.36,4.03
CSAD,3.59,6.09,3.82
CSAD,3.84,6.47,4.07
CSAD,3.61,5.94,3.78
CSAD,1.68,2.73,1.66
ZNF740,9.36,7.78,8.47
ITGB7,0.07,0.02,0.03
ITGB7,0.07,0.02,0.03
ITGB7,0.07,0.02,0.02
ITGB7,0,0.02,0
RARG,3.26,5.53,2.63
RARG,3.26,5.36,2.6
RARG,3.28,5.91,2.85
RARG,3.41,6.01,2.87
RARG,3.48,5.92,2.87
RARG,3.26,5.86,2.85
RARG,2.12,3.29,1.73
MFSD5,7.87,4.85,6.07
MFSD5,9.23,5.64,7.16
MFSD5,10.04,6.35,7.92
ESPL1,4.49,2.89,6.33
ESPL1,4.43,2.85,6.27
ESPL1,4.4,3.05,6.27
PFDN5,168.07,133.65,170.34
PFDN5,136.9,108.64,138.01
PFDN5,162.25,128.55,164.48
PFDN5,52.76,42.1,53.5
C12orf10,9.08,7.72,10.66
C12orf10,24.65,21.95,30.27
C12orf10,20.19,17.85,24.45
C12orf10,21.25,18.55,25.51
AAAS,22.68,13.73,20.51
AAAS,21.53,12.79,19.59
SP7,0.01,0.06,0.01
SP7,0.01,0.06,0.01
SP7,0.01,0.06,0.01
SP1,12.03,15.57,14.78
SP1,12.02,15.61,14.8
SP1,12.03,15.66,14.85
AMHR2,0.01,0.01,0.01
AMHR2,0.01,0.01,0.01
AMHR2,0.01,0.01,0.01
AMHR2,0.01,0,0.01
PRR13,28.53,22.26,28.94
PRR13,31.17,24.25,31.66
PCBP2,133.16,118.42,157.47
PRR13,32.73,25.5,33.04
PCBP2,132.4,114.8,154.21
PCBP2,134.29,117.24,157.31
PCBP2,127.8,111.09,149.06
PCBP2,129.67,113.52,152.15
PCBP2,134.84,116.72,157.17
PCBP2,136.8,119.24,160.37
PCBP2,132.3,117.02,156.06
PCBP2,33.62,28.73,39.46
PCBP2,85.16,76.45,99.9
PCBP2,78.66,67.79,90.13
PCBP2,83.96,75.61,98.32
MAP3K12,10.32,13.84,11.2
MAP3K12,10.35,13.87,11.17
TARBP2,4.11,4.66,3.63
TARBP2,9.31,8.48,8.26
TARBP2,7.99,7.3,7.09
TARBP2,7.71,7.04,6.83
TARBP2,9.16,8.3,8.11
NPFF,0.64,0.68,0.39
ATF7,8.19,13.82,10.18
ATF7,9.83,18.31,13.02
ATF7,9.73,18.15,12.93
LOC100652999,7.63,14.56,9.61
ATF7,5.59,6.38,6.9
ATF7,5.61,6.58,6.75
ATP5G2,129.66,112.48,161.87
ATP5G2,98.07,85.22,122.8
ATP5G2,90.16,78.47,113.04
CALCOCO1,15.29,20.3,14.21
CALCOCO1,16.05,20.97,14.71
CALCOCO1,15.23,19.91,13.99
CALCOCO1,15.74,20.47,14.47
CALCOCO1,15.69,20.39,14.18
CALCOCO1,15.15,19.74,13.94
CALCOCO1,13.32,17.62,12.37
CALCOCO1,14.55,19.2,13.1
HOXC-AS5,3.04,1.41,1.46
HOXC13,10.84,8.61,9.54
HOTAIR,1.9,0.82,1.18
HOTAIR,1.92,0.79,1.21
HOTAIR,1.92,0.82,1.21
HOTAIR_4,0.23,0.23,0.57
HOTAIR_5,0.27,0.37,0.19
HOXC11,3.54,2.39,4.01
HOXC10,27.67,35.03,50.25
MIR196A2,0.12,0,0
HOXC9,11.55,12.28,12.77
HOXC8,4.22,3.9,3.8
HOXC6,7.66,7.43,12.03
HOXC5,3.36,3.03,4.07
HOXC4,7.84,5.29,8.06
HOXC6,7.82,7.43,12.31
HOXC5,1.94,1.47,1.85
MIR615,0.13,0,0
HOXC4,8.77,5.29,8.41
FLJ12825,0.31,0.14,0.15
LOC100240735,0.09,0.05,0
Y_RNA,0,0.12,0
LOC100240734,0.11,0.03,0.15
LOC400043,13.42,6.7,15.64
AX747003,4.27,3.47,4.02
SMUG1,5.97,4.85,5.53
SMUG1,5.96,4.82,5.6
SMUG1,5.97,4.84,5.53
SMUG1,6.81,4.99,5.47
SMUG1,7.05,5.08,5.73
SMUG1,8.93,6.3,7.57
SMUG1,8.59,6.18,7.1
SMUG1,5.27,4.4,5
CBX5,22.04,26.78,18.89
CBX5,22.41,27.26,19.22
CBX5,22.44,27.28,19.26
HNRNPA1,319,122.49,255.95
HNRNPA1,367.87,139.39,295.47
HNRNPA1,313.58,118.78,251.68
HNRNPA1,370.56,148.19,311.52
HNRNPA1,300.84,117.99,248.47
NFE2,0,0,0.01
NFE2,0,0,0.01
NFE2,0.01,0,0.02
NFE2,0,0,0.02
COPZ1,54.9,45.36,60.32
COPZ1,52.38,43.27,57.57
COPZ1,51.4,42.23,55.8
COPZ1,52.96,43.43,57.86
COPZ1,54.32,44.99,59.56
ZNF385A,2.19,2.64,2.62
ZNF385A,2.05,2.58,2.51
ZNF385A,2.08,2.51,2.46
ZNF385A,1.98,2.48,2.42
ZNF385A,2.11,2.65,2.58
ZNF385A,2.13,2.57,2.51
ITGA5,15.16,31.54,18.96
ITGA5,11.67,23.69,13.83
ITGA5,11.11,22.89,12.67
NCKAP1L,0.01,0,0
NCKAP1L,0.01,0,0
NCKAP1L,0.01,0,0
PDE1B,0,0,0
PDE1B,0,0,0
PPP1R1A,0,0,0.01
TESPA1,0.03,0.08,0.06
TESPA1,0.02,0.08,0.06
TESPA1,0.02,0.08,0.06
TESPA1,0.03,0.08,0.06
TESPA1,0.02,0.08,0.06
TESPA1,0.02,0.08,0.06
NEUROD4,2.74,1.6,10.61
NEUROD4,3.1,1.61,11.56
METTL7B,6.78,3.92,1.8
ITGA7,13.58,23.18,21.39
ITGA7,15.81,29.71,27.1
ITGA7,15.38,29.29,26.6
ITGA7,14.2,26.98,24.56
ITGA7,14.68,27.93,25.49
ITGA7,14.36,27.25,24.74
BLOC1S1,54.59,43.31,54.01
BLOC1S1,50.62,39.42,51.25
BLOC1S1,20.38,16.43,20.02
BLOC1S1-RDH5,13.57,10.95,12.44
BLOC1S1-RDH5,14.66,11.57,13.72
BLOC1S1,32.73,25.95,32.49
BLOC1S1,30.85,24.07,30.95
RDH5,1.03,1.04,0.77
RDH5,1.12,1.13,0.85
RDH5,0.82,0.66,0.82
RDH5,0.82,0.66,0.82
CD63,742.72,695.03,965.27
CD63,871.37,814.87,1130.04
CD63,802.19,749.01,1036.25
CD63,777.76,725.53,1006
CD63,773.07,721.45,999.75
CD63,738.01,688.89,954.58
CD63,740.68,690.27,955.6
CD63,613.03,571.6,792.46
GDF11,16.67,17.77,18.17
GDF11,18.93,19.07,20.59
SARNP,32.5,24.18,34.32
SARNP,28.12,21.26,30.19
SARNP,39.71,27.53,41.54
DNAJC14,25.52,18.11,21.22
SARNP,9.1,6.22,8.96
ORMDL2,9.95,7.52,9.38
DNAJC14,17.84,13.1,11.93
DNAJC14,16.54,12.22,11.01
DNAJC14,16.12,11.81,9.97
AX747140,0.77,1.79,0.81
MMP19,0.54,0.96,0.45
MMP19,0.48,0.87,0.41
MMP19,0.49,0.9,0.41
MMP19,0.53,0.98,0.45
WIBG,10.73,7.03,9.24
WIBG,9.81,6.51,8.47
WIBG,0.9,0.32,0.59
DGKA,1.86,2.89,1.89
DGKA,2.52,3.68,2.48
DGKA,2.58,3.99,2.67
DGKA,2.74,4.02,2.76
DGKA,3.07,4.47,2.95
DGKA,1.39,2.32,1.29
DGKA,3.06,4.45,2.93
DGKA,3.08,4.48,2.95
DGKA,3.16,4.61,3.04
DGKA,3.17,4.61,3.04
DGKA,3.15,4.54,2.96
DGKA,2.04,3.15,2.08
PMEL,0.09,0.12,0.14
PMEL,0.09,0.1,0.14
PMEL,0.07,0.1,0.12
PMEL,0.08,0.13,0.14
CDK2,26.28,19.62,24.12
CDK2,25.62,19,23.38
CDK2,25.23,18.58,22.97
RAB5B,36.28,36.48,36.8
RAB5B,36.11,36.26,36.61
RAB5B,34.33,34.55,34.72
RAB5B,34.74,35.03,35.37
SUOX,1.34,1.11,0.87
SUOX,4.76,4.7,4.31
SUOX,4.84,4.69,4.34
SUOX,4.93,4.84,4.48
SUOX,3.86,3.93,3.63
IKZF4,2.45,2.89,2.1
IKZF4,2.32,2.74,1.99
IKZF4,2.12,2.49,1.81
IKZF4,2.17,2.55,1.85
IKZF4,2.4,2.83,2.05
IKZF4,2.31,2.73,1.98
RPS26,117.19,66.96,105.6
ERBB3,0.39,0.36,0.24
ERBB3,0.08,0.08,0.08
ERBB3,0.08,0.09,0.07
ERBB3,0.07,0.07,0.07
ERBB3,0.07,0.08,0.08
ERBB3,0,0,0.12
ERBB3,0,0,0.03
ERBB3,0.07,0.07,0.08
ERBB3,0.05,0.07,0.06
ERBB3,0.13,0.13,0.15
PA2G4,62.9,44.72,58.66
RPL41,124.82,81.61,107.75
RPL41,109.38,69.91,90.89
ZC3H10,4.11,3.32,3.55
ZC3H10,4.29,3.48,3.95
ESYT1,20.41,29.04,23.98
ESYT1,20.79,29.63,24.45
MYL6B,25.39,25.45,29.41
MYL6B,52.94,53.51,61.16
MYL6B,49.44,49.99,57.43
MYL6,413.05,249.03,292.07
MYL6,421.03,243.05,301.82
MYL6,382.44,232.18,274.31
MYL6,200.99,116.34,142.39
SMARCC2,21.06,15.79,15.39
SMARCC2,21.52,16.17,15.8
SMARCC2,20.6,15.4,15.05
SMARCC2,21.03,15.74,15.35
SMARCC2,21.32,16.02,15.69
RNF41,10.23,11.58,12.84
RNF41,9.85,11.13,12.37
RNF41,10.32,11.63,12.89
RNF41,10.32,11.68,12.95
RNF41,9.84,11.18,12.42
RNF41,10.03,11.36,12.63
NABP2,33.17,16.88,27.15
NABP2,33.32,16.64,26.78
SLC39A5,0.1,0.07,0.02
SLC39A5,0.07,0.05,0.02
SLC39A5,0.07,0.06,0.02
BC042070,13.64,18.04,11.77
ANKRD52,14.4,20.14,12.92
ANKRD52,9.36,13.41,8.43
COQ10A,6.43,3.57,4.38
COQ10A,7.01,4.07,4.83
COQ10A,7.22,4.15,4.92
CS,71.77,86.81,88.98
CS,68.52,82.89,85.03
CS,68.73,83.08,85.23
CS,68.63,83.11,85.21
CS,48.35,58.78,59.72
CNPY2,51.25,23,31.47
CNPY2,22.71,12.37,15.36
PAN2,7.51,13.37,8.69
PAN2,8.04,14.35,9.47
PAN2,8.29,14.74,9.77
PAN2,8.26,14.61,9.66
IL23A,0.08,0.23,0.31
STAT2,10.91,21.53,19.87
STAT2,10.38,20.32,18.81
STAT2,10.48,20.55,19.03
STAT2,7.7,15.07,13.69
APOF,0.02,0.02,0.01
TIMELESS,12.09,6.89,9.1
TIMELESS,12.13,6.44,9.06
MIP,0.02,0.03,0.01
MIP,0,0.01,0
SPRYD4,2.28,1.38,1.31
SPRYD4,2.62,1.62,1.66
GLS2,0.29,0.36,0.44
GLS2,0.28,0.36,0.45
GLS2,0.29,0.38,0.43
GLS2,0.27,0.35,0.38
GLS2,0.27,0.35,0.39
GLS2,0.28,0.37,0.37
GLS2,0.3,0.37,0.37
BC059370,0.09,0.11,0.12
RBMS2,3.98,5.25,4.12
RBMS2,3.98,5.29,4.15
RBMS2,4.02,5.31,4.18
RBMS2,3.9,5.15,4.06
BAZ2A,14.5,22.29,18.26
BAZ2A,14.94,23.21,18.81
BAZ2A,15.63,24.75,19.6
BAZ2A,15.8,24.97,19.79
BAZ2A,15.51,24.53,19.44
BAZ2A,10.59,16.04,12.58
ATP5B,322.5,398.84,465.88
SNORD59B,0.71,1.64,0.97
SNORD59A,0.51,1.29,1.15
PTGES3,92.32,70.94,94.97
PTGES3,162.65,124.77,167.64
PTGES3,151.79,116.95,157.09
PTGES3,153.94,117.31,158.41
PTGES3,154,118.72,159.23
NACA,369.67,300.68,437.17
NACA,359.55,292.49,425.88
NACA,115.69,95.48,138.16
NACA,375.24,306.45,446.13
NACA,264.54,217.35,316.74
PRIM1,8.63,3.67,6.41
HSD17B6,1.7,2.5,2.28
SDR9C7,0.01,0.03,0.01
RDH16,0.14,0.52,0.23
RDH16,0.12,0.53,0.24
GPR182,0.05,0.14,0.11
GPR182,0.03,0.15,0.12
ZBTB39,3.95,2.95,3.3
ZBTB39,3.67,2.86,3.23
TAC3,0.13,0.01,0.08
TAC3,0.18,0.03,0.1
TAC3,0.16,0.02,0.09
TAC3,0.09,0.01,0.04
TAC3,0.12,0.02,0.06
TAC3,0.1,0.01,0.05
TAC3,0.14,0.03,0.07
TAC3,0.1,0.01,0.05
TAC3,0.12,0.02,0.06
MYO1A,0,0.01,0
MYO1A,0,0.01,0
MYO1A,0,0.01,0
TMEM194A,10.17,5.01,7.43
TMEM194A,10.23,5.09,7.59
TMEM194A,10.05,5.02,7.4
NAB2,21.24,24.42,20.43
STAT6,1.29,0.18,0.11
STAT6,1.27,0.18,0.11
STAT6,1.27,0.18,0.11
STAT6,1.27,0.19,0.12
STAT6,1.24,0.19,0.11
STAT6,1.26,0.19,0.12
STAT6,1.32,0.18,0.11
LRP1,7.12,21.66,8.25
LRP1,9.99,30.53,11.6
LRP1,9.58,29.99,11.56
LRP1,23.13,70.66,26.8
LRP1,1.7,6.83,2.54
LRP1,9.35,31.27,10.68
NXPH4,5.69,33.71,30.26
NXPH4,4.99,29.38,26.41
SHMT2,65.1,98.17,138.2
SHMT2,62.34,93.59,131.69
SHMT2,62.46,94.19,132.72
SHMT2,61.1,92.49,130.09
SHMT2,65.14,98.75,138.98
SHMT2,62.46,94.72,133.44
SHMT2,68.25,103.34,145.47
SHMT2,60.77,92.82,130.46
SHMT2,62.43,94.92,133.79
SHMT2,55.5,85.11,119.67
SHMT2,61.98,93.49,131.94
NDUFA4L2,3.15,45.68,13.97
NDUFA4L2,3.52,51.46,15.87
STAC3,0.24,0.47,0.42
STAC3,0.22,0.55,0.38
STAC3,0.24,0.55,0.4
STAC3,0.24,0.57,0.43
R3HDM2,17.75,26.94,21.61
R3HDM2,19.54,29.27,23.11
R3HDM2,18.04,26.95,21.09
R3HDM2,20.68,30.86,23.79
R3HDM2,20.19,30.05,23.5
R3HDM2,20.78,30.78,24.07
KIAA1002,10.97,17.75,13.36
INHBC,0.01,0.05,0.02
INHBE,0.91,2.41,4.73
GLI1,1.08,3.65,2.92
GLI1,0.39,3.7,2.84
GLI1,0.33,3.59,2.83
GLI1,0.37,3.62,2.86
GLI1,0.8,2.85,3.12
ARHGAP9,0.09,0.13,0.29
ARHGAP9,0.07,0.08,0.2
ARHGAP9,0.06,0.07,0.17
ARHGAP9,0.05,0.07,0.16
ARHGAP9,0.06,0.06,0.17
ARHGAP9,0.05,0.07,0.16
ARHGAP9,0.04,0.05,0.13
ARHGAP9,0.02,0,0.03
MARS,27.83,49.87,54.18
MARS,26.53,45.11,48.12
MARS,29.87,51.28,54.1
MARS,34.79,58.67,61.95
MARS,15.3,26.81,27.55
DDIT3,40.7,154.77,213.62
DDIT3,47.08,182.3,248.63
DDIT3,39,148.02,204.65
DDIT3,45.09,172.42,237.37
DDIT3,41.46,157.95,217.91
DDIT3,36.18,136.09,188.57
Mir_616,0.42,0.57,1.06
MBD6,10.97,16.57,18.04
MBD6,10.45,15.64,16.94
MBD6,9.35,13.7,15.16
DCTN2,60.5,56.26,78.42
DCTN2,56.16,52.18,72.66
DCTN2,57.38,53.23,74.2
KIF5A,4.73,5.05,6.43
KIF5A,4.73,5.02,6.33
BC033961,4.3,4.43,6.23
PIP4K2C,6.94,8.11,8.61
PIP4K2C,7.27,8.44,9.03
PIP4K2C,7.17,8.21,8.81
PIP4K2C,7,8.16,8.84
DTX3,14.59,18.49,17.51
DTX3,20.98,24.62,23.37
DTX3,22.24,26.18,24.55
DTX3,14.94,18.39,17.28
ARHGEF25,7.86,6.28,6.63
ARHGEF25,5.54,4.56,5.02
ARHGEF25,8.09,6.67,6.81
ARHGEF25,8.35,6.77,7.03
BC073932,1.3,1.17,1.39
SLC26A10,1.08,1.44,2.42
SLC26A10,0.88,1.25,2.22
SLC26A10,1.95,2.43,4.74
B4GALNT1,3.35,3.85,6.91
B4GALNT1,3.72,3.91,7.15
B4GALNT1,3.87,3.48,6.74
B4GALNT1,3.29,2.56,5.23
B4GALNT1,1.59,1.36,2.5
OS9,63.38,73.21,72.74
OS9,60.8,68.57,67.74
OS9,60.83,69.85,69.31
OS9,61.93,70.24,69.55
OS9,63.24,71.38,70.78
OS9,60.55,67.81,67.14
OS9,59.66,67.39,66.6
OS9,61.16,68.83,67.88
OS9,58.72,65.39,64.57
AGAP2,1.73,5.55,4.8
AGAP2,1.7,5.45,4.71
AGAP2,1.79,5.42,4.7
AGAP2-AS1,5.48,5.61,6.78
TSPAN31,14.81,13.97,13.63
TSPAN31,13.88,13.13,12.95
TSPAN31,14.76,14.12,13.7
CDK4,70.92,51.48,67.06
CDK4,63.03,45.64,59.38
CDK4,57.63,42.4,54.37
DM110804,0,0,0.25
9-Mar,8.96,10.14,10.74
9-Mar,6.77,7.59,7.93
CYP27B1,0.43,0.39,0.6
CYP27B1,0.42,0.37,0.58
CYP27B1,0.32,0.27,0.39
CYP27B1,0.27,0.28,0.37
CYP27B1,0.13,0.18,0.18
METTL1,8.28,3.79,5.65
METTL1,7.76,3.49,5.1
METTL21B,3.47,3.38,3.48
METTL21B,3.64,3.53,3.64
METTL21B,3.41,3.3,3.43
TSFM,9.6,6.35,8.56
TSFM,10.33,6.93,9.27
TSFM,9.18,6.32,8.31
TSFM,8.56,5.69,7.69
TSFM,9.8,6.55,8.98
AVIL,0.85,0.38,0.42
AVIL,0.81,0.37,0.37
AVIL,0.67,0.27,0.29
AVIL,0.48,0.21,0.14
CTDSP2,54.93,67.88,55.82
CTDSP2,55,67.81,55.84
CTDSP2,52.36,64.15,52.8
CTDSP2,50.38,62.1,50.77
AK130110,0.13,0.04,0.04
LOC100506844,8.49,7.53,9.69
XRCC6BP1,3.98,5.11,6.26
AK093124,0.01,0.08,0.04
LRIG3,3.32,8.37,5.79
LRIG3,3.22,8.23,5.62
LRIG3,3.07,7.93,5.44
SLC16A7,0.67,0.34,0.23
SLC16A7,0.67,0.34,0.23
SLC16A7,0.66,0.34,0.23
SLC16A7,0.65,0.33,0.23
SLC16A7,0.67,0.34,0.23
FAM19A2,0.03,0.04,0.05
FAM19A2,0.04,0.03,0.05
FAM19A2,0.03,0.04,0.05
FAM19A2,0.03,0.04,0.04
AK128013,0.01,0,0
USP15,2.5,1.94,2.35
USP15,3.5,2.81,3.48
USP15,3.88,2.9,3.59
USP15,4.36,4.15,4.62
USP15,4.41,4.21,4.67
MON2,4.78,4.63,4.98
MON2,6.36,6.44,6.27
MON2,6.22,6.31,6.13
MON2,6.28,6.35,6.18
MON2,6.29,6.39,6.23
MON2,6.41,6.51,6.33
MON2,6.17,6.22,5.99
MON2,4.25,4.61,4.32
C12orf61,0.14,0.08,0.05
PPM1H,0.36,0.23,0.64
AK024134,1.18,1.43,1.11
Y_RNA,0,0,0.14
AVPR1A,0.11,0.1,0.12
DPY19L2,1.04,0.76,0.43
DPY19L2,1.14,0.81,0.54
DPY19L2,1.17,0.87,0.68
TMEM5,7.31,4.75,3.93
TMEM5,7.03,4.46,3.7
SRGAP1,1.04,0.97,0.86
SRGAP1,1.95,2.05,1.3
SRGAP1,1.9,2.03,1.26
C12orf66,1.79,2.35,2.21
BC042855,0.2,0.2,0.13
C12orf56,0.09,0.39,0.21
C12orf56,0.1,0.45,0.24
C12orf56,0,0,0.01
C12orf56,0,0,0.02
XPOT,35.77,65.17,70.23
XPOT,50.12,89.4,95.2
TBK1,14.45,13.17,14.84
RASSF3,8.3,4.22,5.09
RASSF3,8.03,4.06,5.02
RASSF3,8.27,4.22,5.12
GNS,38.28,39.95,39.6
GNS,38.13,39.83,39.59
GNS,37.17,38.82,38.53
GNS,37.95,39.61,39.37
TBC1D30,0.07,0.06,0.04
TBC1D30,0.12,0.13,0.08
TBC1D30,0.11,0.13,0.08
TBC1D30,0.07,0.06,0.04
LEMD3,8.04,5.43,6.57
LEMD3,7.93,5.34,6.44
MSRB3,5.02,1.47,0.85
MSRB3,5.26,1.53,0.89
MSRB3,5.33,1.54,0.9
MSRB3,5.32,1.56,0.91
RPSAP52,0.21,0.06,0.17
HMGA2,0.26,0.13,0.13
HMGA2,1.95,1.07,1.08
HMGA2,2.09,1.23,1.33
HMGA2,2.08,1.27,1.34
HMGA2,2.57,1.55,1.68
HMGA2,4.4,5,3.71
HMGA2,2.09,1.23,1.33
HMGA2,0.43,0.27,0.26
HMGA2,3.36,2.05,1.96
HMGA2,0.05,0,0
AK128707,0.11,0.01,0.01
AY387666,0.05,0.02,0.02
LLPH,10,5.26,5.99
LLPH,19.35,12.51,12.73
TMBIM4,22.76,15.21,14.82
TMBIM4,18.69,12.54,12.29
TMBIM4,17.72,12.1,11.58
TMBIM4,18.95,12.6,12.28
TMBIM4,18.6,12.39,12.1
IRAK3,0.06,0.09,0.08
IRAK3,0.06,0.09,0.08
HELB,0.87,0.98,1.14
HELB,0.87,0.99,1.13
HELB,0.87,0.99,1.11
GRIP1,0.03,0.02,0.06
GRIP1,0.02,0.02,0.04
GRIP1,0.03,0.02,0.05
GRIP1,0.02,0,0.02
GRIP1,0.01,0,0.01
